trade_type,dms_orig,dms_dest,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Domestic flows,Honolulu HI,Baton Rouge LA,Air (include truck-air),Meat/seafood,,,,,9.817,1194827
Domestic flows,Honolulu HI,New Orleans LA-MS (LA Part),Air (include truck-air),Meat/seafood,,,,,24.354,655256
Domestic flows,Honolulu HI,Maine,Air (include truck-air),Meat/seafood,,,,,7.636,1008016
Domestic flows,Honolulu HI,Baltimore MD,Air (include truck-air),Meat/seafood,,,,,0.047,1828
Domestic flows,Honolulu HI,Rest of MD,Air (include truck-air),Meat/seafood,,,,,0.047,1296
Domestic flows,Honolulu HI,Boston MA-RI-NH-CT (MA Part),Air (include truck-air),Meat/seafood,,,,,19.409,2423114
Domestic flows,Honolulu HI,Detroit MI,Air (include truck-air),Meat/seafood,,,,,9.631,1448228
Domestic flows,Honolulu HI,Grand Rapids MI,Air (include truck-air),Meat/seafood,,,,,0.047,5845
Domestic flows,Honolulu HI,Rest of MI,Air (include truck-air),Meat/seafood,,,,,1.344,174729
Domestic flows,Honolulu HI,Minneapolis-St. Paul MN-WI (MN Part),Air (include truck-air),Meat/seafood,,,,,15.586,2366404
Domestic flows,Honolulu HI,St. Louis MO-IL (MO Part),Air (include truck-air),Meat/seafood,,,,,0.28,121
Domestic flows,Honolulu HI,Montana,Air (include truck-air),Meat/seafood,,,,,0.313,301
Domestic flows,Honolulu HI,Omaha NE-IA (NE Part),Air (include truck-air),Meat/seafood,,,,,2.953,401312
Domestic flows,Honolulu HI,Las Vegas NV-AZ (NV Part),Air (include truck-air),Meat/seafood,,,,,35.412,1125654
Domestic flows,Honolulu HI,Boston MA-RI-NH-CT (NH Part),Air (include truck-air),Meat/seafood,,,,,18.406,2356041
Domestic flows,Honolulu HI,New York NY-NJ-CT-PA (NJ Part),Air (include truck-air),Meat/seafood,,,,,43.914,1220088
Domestic flows,Honolulu HI,New Mexico,Air (include truck-air),Meat/seafood,,,,,0.645,99633
Domestic flows,Honolulu HI,Albany NY  CFS Area,Air (include truck-air),Meat/seafood,,,,,11.85,1539836
Domestic flows,Honolulu HI,Buffalo NY  CFS Area,Air (include truck-air),Meat/seafood,,,,,0.125,7237
Domestic flows,Honolulu HI,New York NY-NJ-CT-PA (NY Part),Air (include truck-air),Meat/seafood,,,,,33.046,4746487
Domestic flows,Honolulu HI,Rochester NY,Air (include truck-air),Meat/seafood,,,,,9.817,1194368
Domestic flows,Honolulu HI,Rest of NY,Air (include truck-air),Meat/seafood,,,,,3.229,427155
Domestic flows,Honolulu HI,Charlotte NC-SC (NC Part),Air (include truck-air),Meat/seafood,,,,,0.048,121
Domestic flows,Honolulu HI,Raleigh-Durham NC,Air (include truck-air),Meat/seafood,,,,,8.869,1299767
Domestic flows,Honolulu HI,Rest of NC,Air (include truck-air),Meat/seafood,,,,,0.047,1196
Domestic flows,Honolulu HI,North Dakota,Air (include truck-air),Meat/seafood,,,,,42.615,805578
Domestic flows,Honolulu HI,Cincinnati OH-KY-IN (OH Part),Air (include truck-air),Meat/seafood,,,,,2.063,282670
Domestic flows,Honolulu HI,Cleveland OH,Air (include truck-air),Meat/seafood,,,,,1.847,278127
Domestic flows,Honolulu HI,Columbus OH,Air (include truck-air),Meat/seafood,,,,,6.543,923144
Domestic flows,Honolulu HI,Rest of OH,Air (include truck-air),Meat/seafood,,,,,8.303,1091823
Domestic flows,Honolulu HI,Oklahoma City OK,Air (include truck-air),Meat/seafood,,,,,0.294,36611
Domestic flows,Honolulu HI,Rest of OK,Air (include truck-air),Meat/seafood,,,,,16.586,2356114
Domestic flows,Honolulu HI,Rest of OR,Air (include truck-air),Meat/seafood,,,,,0.047,827
Domestic flows,Honolulu HI,Pittsburgh PA-OH-WV (PA Part),Air (include truck-air),Meat/seafood,,,,,44.509,5527266
Domestic flows,Honolulu HI,New York NY-NJ-CT-PA (PA Part),Air (include truck-air),Meat/seafood,,,,,2.252,290865
Domestic flows,Honolulu HI,Rest of PA,Air (include truck-air),Meat/seafood,,,,,1238.937,24720842
Domestic flows,Honolulu HI,Rest of SC,Air (include truck-air),Meat/seafood,,,,,2.251,322023
Domestic flows,Honolulu HI,South Dakota,Air (include truck-air),Meat/seafood,,,,,0.545,67242
Domestic flows,Honolulu HI,Memphis TN-MS-AR (TN Part),Air (include truck-air),Meat/seafood,,,,,6.711,948432
Domestic flows,Honolulu HI,Nashville TN,Air (include truck-air),Meat/seafood,,,,,18.69,2708204
Domestic flows,Honolulu HI,Rest of TN,Air (include truck-air),Meat/seafood,,,,,27.909,4089763
Domestic flows,Honolulu HI,Austin TX,Air (include truck-air),Meat/seafood,,,,,15.588,2244961
Domestic flows,Honolulu HI,Corpus Christi TX,Air (include truck-air),Meat/seafood,,,,,0.421,1087
Domestic flows,Honolulu HI,Dallas-Fort Worth TX-OK (TX Part),Air (include truck-air),Meat/seafood,,,,,151.726,17014510
Domestic flows,Honolulu HI,Houston TX,Air (include truck-air),Meat/seafood,,,,,8.485,1054771
Domestic flows,Honolulu HI,San Antonio TX,Air (include truck-air),Meat/seafood,,,,,922.839,22460443
Domestic flows,Honolulu HI,Rest of TX,Air (include truck-air),Meat/seafood,,,,,0.047,159
Domestic flows,Honolulu HI,Salt Lake City UT,Air (include truck-air),Meat/seafood,,,,,7.342,934864
Domestic flows,Honolulu HI,Rest of UT,Air (include truck-air),Meat/seafood,,,,,0.047,966
Domestic flows,Honolulu HI,Vermont,Air (include truck-air),Meat/seafood,,,,,8.897,1120817
Domestic flows,Honolulu HI,Washington DC-VA-MD-WV (VA Part),Air (include truck-air),Meat/seafood,,,,,9.094,1132872
Domestic flows,Honolulu HI,Rest of VA,Air (include truck-air),Meat/seafood,,,,,4.665,624433
Domestic flows,Honolulu HI,Seattle WA,Air (include truck-air),Meat/seafood,,,,,249.841,7181179
Domestic flows,Honolulu HI,West Virginia,Air (include truck-air),Meat/seafood,,,,,1.356,199387
Domestic flows,Honolulu HI,Milwaukee WI,Air (include truck-air),Meat/seafood,,,,,2.842,370681
Domestic flows,Honolulu HI,Rest of WI,Air (include truck-air),Meat/seafood,,,,,13.893,1937419
Domestic flows,Honolulu HI,Wyoming,Air (include truck-air),Meat/seafood,,,,,0.201,123
Domestic flows,Rest of HI,San Francisco CA,Air (include truck-air),Meat/seafood,,,,,0.083,8047
Domestic flows,Rest of HI,Honolulu HI,Air (include truck-air),Meat/seafood,,,,,8.38,942055
Domestic flows,Rest of HI,Honolulu HI,Multiple modes & mail,Meat/seafood,,,,,0.061,2778
Domestic flows,Rest of HI,Rest of HI,Truck,Meat/seafood,,,,,25314.789,289377844
Domestic flows,Rest of HI,Rest of HI,Air (include truck-air),Meat/seafood,,,,,305.11,2315559
Domestic flows,Rest of HI,Rest of HI,Multiple modes & mail,Meat/seafood,,,,,2587.264,17413719
Domestic flows,Idaho,Honolulu HI,Multiple modes & mail,Meat/seafood,,,,,1059.175,4430239
Domestic flows,Chicago IL-IN-WI (IL Part),Honolulu HI,Air (include truck-air),Meat/seafood,,,,,31.65,16668
Domestic flows,Chicago IL-IN-WI (IL Part),Rest of HI,Air (include truck-air),Meat/seafood,,,,,13.536,374115
Domestic flows,Iowa,Honolulu HI,Air (include truck-air),Meat/seafood,,,,,0.133,1198
Domestic flows,Iowa,Rest of HI,Air (include truck-air),Meat/seafood,,,,,0.055,684
Domestic flows,Kansas City MO-KS (KS Part),Honolulu HI,Air (include truck-air),Meat/seafood,,,,,0.388,17069
Domestic flows,Kansas City MO-KS (KS Part),Rest of HI,Air (include truck-air),Meat/seafood,,,,,0.89,125828
Domestic flows,Maine,Honolulu HI,Air (include truck-air),Meat/seafood,,,,,946.794,21151118
Domestic flows,Boston MA-RI-NH-CT (MA Part),Honolulu HI,Air (include truck-air),Meat/seafood,,,,,1324.36,13099616
Domestic flows,Boston MA-RI-NH-CT (MA Part),Rest of HI,Air (include truck-air),Meat/seafood,,,,,120.852,117803
Domestic flows,Rest of OR,Rest of HI,Air (include truck-air),Meat/seafood,,,,,93.112,3521729
Domestic flows,Rest of OR,Rest of HI,Multiple modes & mail,Meat/seafood,,,,,60.425,46903
Domestic flows,South Dakota,Honolulu HI,Multiple modes & mail,Meat/seafood,,,,,27.889,1553582
Domestic flows,Salt Lake City UT,Honolulu HI,Air (include truck-air),Meat/seafood,,,,,0.067,626
Domestic flows,Salt Lake City UT,Honolulu HI,Multiple modes & mail,Meat/seafood,,,,,2178.199,8164689
Domestic flows,Seattle WA,Honolulu HI,Air (include truck-air),Meat/seafood,,,,,145.825,5213438
Domestic flows,Seattle WA,Honolulu HI,Multiple modes & mail,Meat/seafood,,,,,204.013,2653038
Domestic flows,Rest of WA,Honolulu HI,Multiple modes & mail,Meat/seafood,,,,,0.072,786
Domestic flows,Los Angeles CA,Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,926.43,6356618
Domestic flows,Los Angeles CA,Honolulu HI,Multiple modes & mail,Milled grain prods.,,,,,3590.6,6241699
Domestic flows,Los Angeles CA,Rest of HI,Air (include truck-air),Milled grain prods.,,,,,953.709,2725790
Domestic flows,Los Angeles CA,Rest of HI,Multiple modes & mail,Milled grain prods.,,,,,3530.259,8350928
Domestic flows,Sacramento CA,Honolulu HI,Multiple modes & mail,Milled grain prods.,,,,,89011.193,59202041
Domestic flows,Sacramento CA,Rest of HI,Multiple modes & mail,Milled grain prods.,,,,,1930.694,91134
Domestic flows,San Diego CA,Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,0.12,270
Domestic flows,San Francisco CA,Honolulu HI,Water,Milled grain prods.,,,,,10128.457,17824481
Domestic flows,San Francisco CA,Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,0.12,270
Domestic flows,San Francisco CA,Rest of HI,Multiple modes & mail,Milled grain prods.,,,,,65.209,1228742
Domestic flows,Fresno CA,Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,0.12,270
Domestic flows,Rest of CA,Honolulu HI,Multiple modes & mail,Milled grain prods.,,,,,93637.441,88050449
Domestic flows,Rest of CO,Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,0.131,295
Domestic flows,Honolulu HI,Los Angeles CA,Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Honolulu HI,San Diego CA,Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Honolulu HI,San Francisco CA,Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Honolulu HI,Fresno CA,Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Honolulu HI,Rest of CO,Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Honolulu HI,Honolulu HI,Truck,Milled grain prods.,,,,,164043.127,291063286
Domestic flows,Honolulu HI,Rest of HI,Water,Milled grain prods.,,,,,0.047,121
Domestic flows,Honolulu HI,Rest of HI,Air (include truck-air),Milled grain prods.,,,,,11009.054,91144985
Domestic flows,Honolulu HI,Rest of HI,Multiple modes & mail,Milled grain prods.,,,,,1836.518,4573990
Domestic flows,Honolulu HI,Rest of MA,Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Honolulu HI,Las Vegas NV-AZ (NV Part),Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Honolulu HI,Rest of NV,Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Honolulu HI,Portland OR-WA (OR Part),Air (include truck-air),Milled grain prods.,,,,,0.046,7337
Domestic flows,Honolulu HI,Salt Lake City UT,Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Honolulu HI,Rest of UT,Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Honolulu HI,Wyoming,Air (include truck-air),Milled grain prods.,,,,,0.114,256
Domestic flows,Rest of HI,Rest of HI,Truck,Milled grain prods.,,,,,9169.012,83676135
Domestic flows,Rest of HI,Rest of HI,Air (include truck-air),Milled grain prods.,,,,,0.515,127
Domestic flows,Rest of HI,Rest of HI,Multiple modes & mail,Milled grain prods.,,,,,3845.276,17149121
Domestic flows,Fort Wayne IN,Honolulu HI,Multiple modes & mail,Milled grain prods.,,,,,5441.377,4085663
Domestic flows,Rest of IN,Honolulu HI,Multiple modes & mail,Milled grain prods.,,,,,0.544,48567
Domestic flows,Rest of MA,Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,0.12,270
Domestic flows,Las Vegas NV-AZ (NV Part),Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,0.146,330
Domestic flows,Rest of NV,Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,0.146,330
Domestic flows,Philadelphia PA-NJ-DE-MD (NJ Part),Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,617.968,2712583
Domestic flows,Columbus OH,Honolulu HI,Multiple modes & mail,Milled grain prods.,,,,,16.35,1476530
Domestic flows,Salt Lake City UT,Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,0.153,346
Domestic flows,Rest of UT,Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,0.153,346
Domestic flows,Rest of UT,Honolulu HI,Multiple modes & mail,Milled grain prods.,,,,,18.647,2006492
Domestic flows,Rest of UT,Rest of HI,Multiple modes & mail,Milled grain prods.,,,,,29.524,1599767
Domestic flows,Virginia Beach-Norfolk VA-NC (VA Part),Honolulu HI,Multiple modes & mail,Milled grain prods.,,,,,0.604,7006
Domestic flows,Portland OR-WA (WA Part),Rest of HI,Multiple modes & mail,Milled grain prods.,,,,,4315.102,5591152
Domestic flows,Wyoming,Honolulu HI,Air (include truck-air),Milled grain prods.,,,,,0.117,264
Domestic flows,Phoenix AZ,Honolulu HI,Air (include truck-air),Other foodstuffs,,,,,2360.556,46198243
Domestic flows,Phoenix AZ,Honolulu HI,Multiple modes & mail,Other foodstuffs,,,,,83.473,4591106
Domestic flows,Phoenix AZ,Rest of HI,Air (include truck-air),Other foodstuffs,,,,,1068.908,30228956
Domestic flows,Phoenix AZ,Rest of HI,Multiple modes & mail,Other foodstuffs,,,,,0.058,153
Domestic flows,Los Angeles CA,Honolulu HI,Air (include truck-air),Other foodstuffs,,,,,399.264,39839
Domestic flows,Los Angeles CA,Honolulu HI,Multiple modes & mail,Other foodstuffs,,,,,35382.895,348411490
Domestic flows,Los Angeles CA,Rest of HI,Multiple modes & mail,Other foodstuffs,,,,,11972.299,193254513
Domestic flows,Sacramento CA,Honolulu HI,Multiple modes & mail,Other foodstuffs,,,,,4064.286,532252
Domestic flows,Sacramento CA,Rest of HI,Multiple modes & mail,Other foodstuffs,,,,,1538.239,138080
Domestic flows,San Diego CA,Honolulu HI,Air (include truck-air),Other foodstuffs,,,,,0.118,185
Domestic flows,San Francisco CA,Honolulu HI,Air (include truck-air),Other foodstuffs,,,,,45.386,1247810
Domestic flows,San Francisco CA,Honolulu HI,Multiple modes & mail,Other foodstuffs,,,,,11362.646,68105867
Domestic flows,San Francisco CA,Rest of HI,Air (include truck-air),Other foodstuffs,,,,,82.435,2475760
Domestic flows,San Francisco CA,Rest of HI,Multiple modes & mail,Other foodstuffs,,,,,1300.328,12468019
Domestic flows,Fresno CA,Honolulu HI,Air (include truck-air),Other foodstuffs,,,,,0.118,185
Domestic flows,Rest of CA,Honolulu HI,Air (include truck-air),Other foodstuffs,,,,,820.218,5079947
Domestic flows,Rest of CA,Honolulu HI,Multiple modes & mail,Other foodstuffs,,,,,49483.08,51644685
Domestic flows,Rest of CA,Rest of HI,Multiple modes & mail,Other foodstuffs,,,,,120.138,4965235
Domestic flows,Denver CO,Honolulu HI,Air (include truck-air),Other foodstuffs,,,,,50.014,1364694
Domestic flows,Denver CO,Honolulu HI,Multiple modes & mail,Other foodstuffs,,,,,0.186,33297
Domestic flows,Denver CO,Rest of HI,Multiple modes & mail,Other foodstuffs,,,,,12.92,2279770
Domestic flows,Rest of CO,Honolulu HI,Air (include truck-air),Other foodstuffs,,,,,0.129,203
Domestic flows,Hartford CT,Honolulu HI,Multiple modes & mail,Other foodstuffs,,,,,799.591,12957046
Domestic flows,Rest of FL,Honolulu HI,Multiple modes & mail,Other foodstuffs,,,,,0.461,65276
Domestic flows,Honolulu HI,Los Angeles CA,Air (include truck-air),Other foodstuffs,,,,,0.112,176
Domestic flows,Honolulu HI,Los Angeles CA,Multiple modes & mail,Other foodstuffs,,,,,5212.749,8050461
Domestic flows,Honolulu HI,San Diego CA,Air (include truck-air),Other foodstuffs,,,,,57.968,1215141
Domestic flows,Honolulu HI,San Diego CA,Multiple modes & mail,Other foodstuffs,,,,,1576.117,2409373
Domestic flows,Honolulu HI,San Francisco CA,Air (include truck-air),Other foodstuffs,,,,,111.324,11224
Domestic flows,Honolulu HI,Fresno CA,Air (include truck-air),Other foodstuffs,,,,,0.112,176
Domestic flows,Honolulu HI,Rest of CO,Air (include truck-air),Other foodstuffs,,,,,0.112,176
Domestic flows,Honolulu HI,Jacksonville FL-GA  CFS Area (FL Part),Air (include truck-air),Other foodstuffs,,,,,3.4,616331
Domestic flows,Honolulu HI,Honolulu HI,Truck,Other foodstuffs,,,,,484201.094,948916238
Domestic flows,Honolulu HI,Honolulu HI,Multiple modes & mail,Other foodstuffs,,,,,0.2,28123
Domestic flows,Honolulu HI,Rest of HI,Water,Other foodstuffs,,,,,1790.567,9291704
Domestic flows,Honolulu HI,Rest of HI,Air (include truck-air),Other foodstuffs,,,,,1728.532,14504902
Domestic flows,Honolulu HI,Rest of HI,Multiple modes & mail,Other foodstuffs,,,,,13454.342,32525168
Domestic flows,Honolulu HI,Rest of MA,Air (include truck-air),Other foodstuffs,,,,,0.112,176
Domestic flows,Honolulu HI,Las Vegas NV-AZ (NV Part),Air (include truck-air),Other foodstuffs,,,,,0.112,176
Domestic flows,Honolulu HI,Rest of NV,Air (include truck-air),Other foodstuffs,,,,,0.112,176
Domestic flows,Honolulu HI,Salt Lake City UT,Air (include truck-air),Other foodstuffs,,,,,0.112,176
Domestic flows,Honolulu HI,Rest of UT,Air (include truck-air),Other foodstuffs,,,,,0.112,176
Domestic flows,Honolulu HI,Virginia Beach-Norfolk VA-NC (VA Part),Air (include truck-air),Other foodstuffs,,,,,7.19,1073718
Domestic flows,Honolulu HI,Seattle WA,Multiple modes & mail,Other foodstuffs,,,,,2.072,284217
Domestic flows,Honolulu HI,Wyoming,Air (include truck-air),Other foodstuffs,,,,,0.112,176
Domestic flows,Rest of HI,Alaska,Air (include truck-air),Other foodstuffs,,,,,0.045,569
Domestic flows,Rest of HI,Phoenix AZ,Air (include truck-air),Other foodstuffs,,,,,0.051,135
Domestic flows,Rest of HI,Phoenix AZ,Multiple modes & mail,Other foodstuffs,,,,,658.994,157901
Domestic flows,Rest of HI,Los Angeles CA,Air (include truck-air),Other foodstuffs,,,,,57.19,1250196
Domestic flows,Rest of HI,Los Angeles CA,Multiple modes & mail,Other foodstuffs,,,,,42116.115,84248693
Domestic flows,Rest of HI,Sacramento CA,Air (include truck-air),Other foodstuffs,,,,,0.068,142
Domestic flows,Rest of HI,San Diego CA,Air (include truck-air),Other foodstuffs,,,,,0.045,4512
Domestic flows,Rest of HI,San Francisco CA,Air (include truck-air),Other foodstuffs,,,,,90.995,2500329
Domestic flows,Rest of HI,San Francisco CA,Multiple modes & mail,Other foodstuffs,,,,,1238.396,86507
Domestic flows,Rest of HI,Rest of CA,Air (include truck-air),Other foodstuffs,,,,,0.045,511
Domestic flows,Rest of HI,Rest of CA,Multiple modes & mail,Other foodstuffs,,,,,0.045,1412
Domestic flows,Rest of HI,Denver CO,Air (include truck-air),Other foodstuffs,,,,,0.045,263
Domestic flows,Rest of HI,Rest of CO,Air (include truck-air),Other foodstuffs,,,,,0.059,10424
Domestic flows,Rest of HI,New York NY-NJ-CT-PA (CT Part),Air (include truck-air),Other foodstuffs,,,,,0.163,120
Domestic flows,Rest of HI,Miami FL,Air (include truck-air),Other foodstuffs,,,,,0.868,530
Domestic flows,Rest of HI,Orlando FL,Air (include truck-air),Other foodstuffs,,,,,0.234,34055
Domestic flows,Rest of HI,Tampa FL,Air (include truck-air),Other foodstuffs,,,,,0.332,665
Domestic flows,Rest of HI,Rest of FL,Air (include truck-air),Other foodstuffs,,,,,0.045,126
Domestic flows,Rest of HI,Atlanta GA,Air (include truck-air),Other foodstuffs,,,,,0.126,303
Domestic flows,Rest of HI,Rest of GA,Air (include truck-air),Other foodstuffs,,,,,0.045,119
Domestic flows,Rest of HI,Honolulu HI,Water,Other foodstuffs,,,,,4267.914,19930856
Domestic flows,Rest of HI,Honolulu HI,Air (include truck-air),Other foodstuffs,,,,,6631.926,53898957
Domestic flows,Rest of HI,Honolulu HI,Multiple modes & mail,Other foodstuffs,,,,,17968.824,218286462
Domestic flows,Rest of HI,Rest of HI,Truck,Other foodstuffs,,,,,201065.216,647198431
Domestic flows,Rest of HI,Rest of HI,Water,Other foodstuffs,,,,,930.701,3531593
Domestic flows,Rest of HI,Rest of HI,Air (include truck-air),Other foodstuffs,,,,,2978.065,20913628
Domestic flows,Rest of HI,Rest of HI,Multiple modes & mail,Other foodstuffs,,,,,6835.44,66692252
