trade_type,fr_orig,fr_inmode,fr_dest,fr_outmode,dms_orig,dms_orig_cnty,dms_dest,sctgG5,dms_mode,tons_2022
3,,,804,3,159,15009,132,sctg0109,5,0.0000000
3,,,804,3,159,15009,363,sctg0109,5,0.0027931
3,,,804,3,159,15009,486,sctg0109,3,0.0036110
3,,,804,4,151,15003,061,sctg0109,11,0.0115610
3,,,804,4,151,15003,064,sctg0109,11,0.0000000
3,,,804,4,151,15003,111,sctg0109,11,0.0000000
3,,,804,4,151,15003,131,sctg0109,11,0.0000000
3,,,804,4,151,15003,171,sctg0109,11,0.0000000
3,,,804,4,151,15003,212,sctg0109,11,0.0014570
3,,,804,4,151,15003,261,sctg0109,5,0.0000000
3,,,804,4,151,15003,341,sctg0109,11,0.0000000
3,,,804,4,151,15003,363,sctg0109,11,0.0000000
3,,,804,4,151,15003,421,sctg0109,11,0.0022340
3,,,804,4,151,15003,471,sctg0109,11,0.0011310
3,,,804,4,151,15003,484,sctg0109,11,0.0128520
3,,,804,4,151,15003,486,sctg0109,11,0.0000000
3,,,804,4,151,15003,531,sctg0109,11,0.0000000
3,,,804,4,159,15001,061,sctg0109,11,0.0014582
3,,,804,4,159,15001,064,sctg0109,11,0.0000000
3,,,804,4,159,15001,111,sctg0109,11,0.0000000
3,,,804,4,159,15001,131,sctg0109,11,0.0000000
3,,,804,4,159,15001,171,sctg0109,11,0.0000000
3,,,804,4,159,15001,212,sctg0109,11,0.0001976
3,,,804,4,159,15001,261,sctg0109,5,0.0000000
3,,,804,4,159,15001,341,sctg0109,11,0.0000000
3,,,804,4,159,15001,363,sctg0109,11,0.0000000
3,,,804,4,159,15001,421,sctg0109,11,0.0003043
3,,,804,4,159,15001,471,sctg0109,11,0.0001428
3,,,804,4,159,15001,484,sctg0109,11,0.0016210
3,,,804,4,159,15001,486,sctg0109,11,0.0000000
3,,,804,4,159,15001,531,sctg0109,11,0.0000000
3,,,804,4,159,15005,061,sctg0109,11,0.0006747
3,,,804,4,159,15005,064,sctg0109,11,0.0000000
3,,,804,4,159,15005,111,sctg0109,11,0.0000000
3,,,804,4,159,15005,131,sctg0109,11,0.0000000
3,,,804,4,159,15005,171,sctg0109,11,0.0000000
3,,,804,4,159,15005,212,sctg0109,11,0.0000914
3,,,804,4,159,15005,261,sctg0109,5,0.0000000
3,,,804,4,159,15005,341,sctg0109,11,0.0000000
3,,,804,4,159,15005,363,sctg0109,11,0.0000000
3,,,804,4,159,15005,421,sctg0109,11,0.0001408
3,,,804,4,159,15005,471,sctg0109,11,0.0000661
3,,,804,4,159,15005,484,sctg0109,11,0.0007501
3,,,804,4,159,15005,486,sctg0109,11,0.0000000
3,,,804,4,159,15005,531,sctg0109,11,0.0000000
3,,,804,4,159,15007,061,sctg0109,11,0.0010050
3,,,804,4,159,15007,064,sctg0109,11,0.0000000
3,,,804,4,159,15007,111,sctg0109,11,0.0000000
3,,,804,4,159,15007,131,sctg0109,11,0.0000000
3,,,804,4,159,15007,171,sctg0109,11,0.0000000
3,,,804,4,159,15007,212,sctg0109,11,0.0001362
3,,,804,4,159,15007,261,sctg0109,5,0.0000000
3,,,804,4,159,15007,341,sctg0109,11,0.0000000
3,,,804,4,159,15007,363,sctg0109,11,0.0000000
3,,,804,4,159,15007,421,sctg0109,11,0.0002098
3,,,804,4,159,15007,471,sctg0109,11,0.0000984
3,,,804,4,159,15007,484,sctg0109,11,0.0011173
3,,,804,4,159,15007,486,sctg0109,11,0.0000000
3,,,804,4,159,15007,531,sctg0109,11,0.0000000
3,,,804,4,159,15009,061,sctg0109,11,0.0013561
3,,,804,4,159,15009,064,sctg0109,11,0.0000000
3,,,804,4,159,15009,111,sctg0109,11,0.0000000
3,,,804,4,159,15009,131,sctg0109,11,0.0000000
3,,,804,4,159,15009,171,sctg0109,11,0.0000000
3,,,804,4,159,15009,212,sctg0109,11,0.0001838
3,,,804,4,159,15009,261,sctg0109,5,0.0000000
3,,,804,4,159,15009,341,sctg0109,11,0.0000000
3,,,804,4,159,15009,363,sctg0109,11,0.0000000
3,,,804,4,159,15009,421,sctg0109,11,0.0002831
3,,,804,4,159,15009,471,sctg0109,11,0.0001328
3,,,804,4,159,15009,484,sctg0109,11,0.0015076
3,,,804,4,159,15009,486,sctg0109,11,0.0000000
3,,,804,4,159,15009,531,sctg0109,11,0.0000000
3,,,805,4,151,15003,061,sctg0109,11,0.0000000
3,,,805,4,159,15001,061,sctg0109,11,0.0000000
3,,,805,4,159,15005,061,sctg0109,11,0.0000000
3,,,805,4,159,15007,061,sctg0109,11,0.0000000
3,,,805,4,159,15009,061,sctg0109,11,0.0000000
3,,,806,3,151,15003,061,sctg0109,3,0.0020750
3,,,806,3,151,15003,064,sctg0109,3,0.0000000
3,,,806,3,151,15003,064,sctg0109,5,0.0000000
3,,,806,3,151,15003,341,sctg0109,3,0.0000000
3,,,806,3,151,15003,341,sctg0109,5,0.0000000
3,,,806,3,151,15003,363,sctg0109,5,0.0000000
3,,,806,3,159,15001,061,sctg0109,3,0.0002702
3,,,806,3,159,15001,064,sctg0109,3,0.0000000
3,,,806,3,159,15001,064,sctg0109,5,0.0000000
3,,,806,3,159,15001,341,sctg0109,3,0.0000000
3,,,806,3,159,15001,341,sctg0109,5,0.0000000
3,,,806,3,159,15001,363,sctg0109,5,0.0000000
3,,,806,3,159,15005,064,sctg0109,5,0.0000000
3,,,806,3,159,15005,341,sctg0109,5,0.0000000
3,,,806,3,159,15005,363,sctg0109,5,0.0000000
3,,,806,3,159,15007,061,sctg0109,3,0.0002673
3,,,806,3,159,15007,064,sctg0109,3,0.0000000
3,,,806,3,159,15007,064,sctg0109,5,0.0000000
3,,,806,3,159,15007,341,sctg0109,3,0.0000000
3,,,806,3,159,15007,341,sctg0109,5,0.0000000
3,,,806,3,159,15007,363,sctg0109,5,0.0000000
3,,,806,3,159,15009,061,sctg0109,3,0.0002695
3,,,806,3,159,15009,064,sctg0109,3,0.0000000
3,,,806,3,159,15009,064,sctg0109,5,0.0000000
3,,,806,3,159,15009,341,sctg0109,3,0.0000000
3,,,806,3,159,15009,341,sctg0109,5,0.0000000
3,,,806,3,159,15009,363,sctg0109,5,0.0000000
3,,,806,4,151,15003,061,sctg0109,11,0.0000000
3,,,806,4,151,15003,064,sctg0109,11,0.0000000
3,,,806,4,151,15003,131,sctg0109,11,0.0000000
3,,,806,4,151,15003,212,sctg0109,11,0.0011030
3,,,806,4,151,15003,342,sctg0109,11,0.0000000
3,,,806,4,151,15003,363,sctg0109,11,0.0264720
3,,,806,4,151,15003,421,sctg0109,11,0.0000000
3,,,806,4,151,15003,471,sctg0109,11,0.0000000
3,,,806,4,151,15003,531,sctg0109,11,0.0000000
3,,,806,4,159,15001,061,sctg0109,11,0.0000000
3,,,806,4,159,15001,064,sctg0109,11,0.0000000
3,,,806,4,159,15001,131,sctg0109,11,0.0000000
3,,,806,4,159,15001,212,sctg0109,11,0.0000000
3,,,806,4,159,15001,342,sctg0109,11,0.0000000
3,,,806,4,159,15001,363,sctg0109,11,0.0033391
3,,,806,4,159,15001,421,sctg0109,11,0.0000000
3,,,806,4,159,15001,471,sctg0109,11,0.0000000
3,,,806,4,159,15001,531,sctg0109,11,0.0000000
3,,,806,4,159,15005,061,sctg0109,11,0.0000000
3,,,806,4,159,15005,064,sctg0109,11,0.0000000
3,,,806,4,159,15005,131,sctg0109,11,0.0000000
3,,,806,4,159,15005,212,sctg0109,11,0.0000000
3,,,806,4,159,15005,342,sctg0109,11,0.0000000
3,,,806,4,159,15005,363,sctg0109,11,0.0015451
3,,,806,4,159,15005,421,sctg0109,11,0.0000000
3,,,806,4,159,15005,471,sctg0109,11,0.0000000
3,,,806,4,159,15005,531,sctg0109,11,0.0000000
3,,,806,4,159,15007,061,sctg0109,11,0.0000000
3,,,806,4,159,15007,064,sctg0109,11,0.0000000
3,,,806,4,159,15007,131,sctg0109,11,0.0000000
3,,,806,4,159,15007,212,sctg0109,11,0.0000000
3,,,806,4,159,15007,342,sctg0109,11,0.0000000
3,,,806,4,159,15007,363,sctg0109,11,0.0023014
3,,,806,4,159,15007,421,sctg0109,11,0.0000000
3,,,806,4,159,15007,471,sctg0109,11,0.0000000
3,,,806,4,159,15007,531,sctg0109,11,0.0000000
3,,,806,4,159,15009,061,sctg0109,11,0.0000000
3,,,806,4,159,15009,064,sctg0109,11,0.0000000
3,,,806,4,159,15009,131,sctg0109,11,0.0000000
3,,,806,4,159,15009,212,sctg0109,11,0.0000000
3,,,806,4,159,15009,342,sctg0109,11,0.0000000
3,,,806,4,159,15009,363,sctg0109,11,0.0031055
3,,,806,4,159,15009,421,sctg0109,11,0.0000000
3,,,806,4,159,15009,471,sctg0109,11,0.0000000
3,,,806,4,159,15009,531,sctg0109,11,0.0000000
3,,,807,3,151,15003,061,sctg0109,3,0.0026700
3,,,807,3,151,15003,061,sctg0109,5,2.4963280
3,,,807,3,151,15003,064,sctg0109,3,0.0739150
3,,,807,3,151,15003,064,sctg0109,5,0.0000000
3,,,807,3,151,15003,363,sctg0109,3,0.0000000
3,,,807,3,151,15003,486,sctg0109,5,0.0164210
3,,,807,3,151,15003,531,sctg0109,3,0.2762390
3,,,807,3,151,15003,531,sctg0109,5,0.0000000
3,,,807,3,159,15001,061,sctg0109,3,0.0035718
3,,,807,3,159,15001,061,sctg0109,5,0.3117386
3,,,807,3,159,15001,064,sctg0109,3,0.0096202
3,,,807,3,159,15001,064,sctg0109,5,0.0000000
3,,,807,3,159,15001,363,sctg0109,3,0.0000000
3,,,807,3,159,15001,486,sctg0109,5,0.0020711
3,,,807,3,159,15001,531,sctg0109,3,0.0359531
3,,,807,3,159,15001,531,sctg0109,5,0.0000000
3,,,807,3,159,15005,061,sctg0109,5,0.1442470
3,,,807,3,159,15005,064,sctg0109,5,0.0000000
3,,,807,3,159,15005,486,sctg0109,5,0.0009583
3,,,807,3,159,15005,531,sctg0109,5,0.0000000
3,,,807,3,159,15007,061,sctg0109,3,0.0035336
3,,,807,3,159,15007,061,sctg0109,5,0.2148594
3,,,807,3,159,15007,064,sctg0109,3,0.0095175
3,,,807,3,159,15007,064,sctg0109,5,0.0000000
3,,,807,3,159,15007,363,sctg0109,3,0.0000000
3,,,807,3,159,15007,486,sctg0109,5,0.0014274
3,,,807,3,159,15007,531,sctg0109,3,0.0355693
3,,,807,3,159,15007,531,sctg0109,5,0.0000000
3,,,807,3,159,15009,061,sctg0109,3,0.0035626
3,,,807,3,159,15009,061,sctg0109,5,0.2899280
3,,,807,3,159,15009,064,sctg0109,3,0.0095954
3,,,807,3,159,15009,064,sctg0109,5,0.0000000
3,,,807,3,159,15009,363,sctg0109,3,0.0000000
3,,,807,3,159,15009,486,sctg0109,5,0.0019262
3,,,807,3,159,15009,531,sctg0109,3,0.0358606
3,,,807,3,159,15009,531,sctg0109,5,0.0000000
3,,,807,4,151,15003,020,sctg0109,11,0.0181830
3,,,807,4,151,15003,061,sctg0109,11,0.1183070
3,,,807,4,151,15003,064,sctg0109,11,0.0064530
3,,,807,4,151,15003,122,sctg0109,11,0.0000000
3,,,807,4,151,15003,171,sctg0109,11,0.0000000
3,,,807,4,151,15003,211,sctg0109,11,0.0342360
3,,,807,4,151,15003,212,sctg0109,11,0.0000000
3,,,807,4,151,15003,300,sctg0109,11,0.0000000
3,,,807,4,151,15003,341,sctg0109,11,0.0000000
3,,,807,4,151,15003,363,sctg0109,11,0.0389460
3,,,807,4,151,15003,471,sctg0109,11,0.0000000
3,,,807,4,151,15003,484,sctg0109,11,0.0000000
3,,,807,4,151,15003,531,sctg0109,11,0.0075320
3,,,807,4,159,15001,020,sctg0109,11,0.0023495
3,,,807,4,159,15001,061,sctg0109,11,0.0149222
3,,,807,4,159,15001,064,sctg0109,11,0.0008141
3,,,807,4,159,15001,122,sctg0109,11,0.0000000
3,,,807,4,159,15001,171,sctg0109,11,0.0000000
3,,,807,4,159,15001,211,sctg0109,11,0.0043183
3,,,807,4,159,15001,212,sctg0109,11,0.0000000
3,,,807,4,159,15001,300,sctg0109,11,0.0000000
3,,,807,4,159,15001,341,sctg0109,11,0.0000000
3,,,807,4,159,15001,363,sctg0109,11,0.0049121
3,,,807,4,159,15001,471,sctg0109,11,0.0000000
3,,,807,4,159,15001,484,sctg0109,11,0.0000000
3,,,807,4,159,15001,531,sctg0109,11,0.0009500
3,,,807,4,159,15005,020,sctg0109,11,0.0010871
3,,,807,4,159,15005,061,sctg0109,11,0.0069048
3,,,807,4,159,15005,064,sctg0109,11,0.0003767
3,,,807,4,159,15005,122,sctg0109,11,0.0000000
3,,,807,4,159,15005,171,sctg0109,11,0.0000000
3,,,807,4,159,15005,211,sctg0109,11,0.0019982
3,,,807,4,159,15005,212,sctg0109,11,0.0000000
3,,,807,4,159,15005,300,sctg0109,11,0.0000000
3,,,807,4,159,15005,341,sctg0109,11,0.0000000
3,,,807,4,159,15005,363,sctg0109,11,0.0022729
3,,,807,4,159,15005,471,sctg0109,11,0.0000000
3,,,807,4,159,15005,484,sctg0109,11,0.0000000
3,,,807,4,159,15005,531,sctg0109,11,0.0004396
3,,,807,4,159,15007,020,sctg0109,11,0.0016193
3,,,807,4,159,15007,061,sctg0109,11,0.0102848
3,,,807,4,159,15007,064,sctg0109,11,0.0005611
3,,,807,4,159,15007,122,sctg0109,11,0.0000000
3,,,807,4,159,15007,171,sctg0109,11,0.0000000
3,,,807,4,159,15007,211,sctg0109,11,0.0029763
3,,,807,4,159,15007,212,sctg0109,11,0.0000000
3,,,807,4,159,15007,300,sctg0109,11,0.0000000
3,,,807,4,159,15007,341,sctg0109,11,0.0000000
3,,,807,4,159,15007,363,sctg0109,11,0.0033856
3,,,807,4,159,15007,471,sctg0109,11,0.0000000
3,,,807,4,159,15007,484,sctg0109,11,0.0000000
3,,,807,4,159,15007,531,sctg0109,11,0.0006548
3,,,807,4,159,15009,020,sctg0109,11,0.0021851
3,,,807,4,159,15009,061,sctg0109,11,0.0138782
3,,,807,4,159,15009,064,sctg0109,11,0.0007571
3,,,807,4,159,15009,122,sctg0109,11,0.0000000
3,,,807,4,159,15009,171,sctg0109,11,0.0000000
3,,,807,4,159,15009,211,sctg0109,11,0.0040162
3,,,807,4,159,15009,212,sctg0109,11,0.0000000
3,,,807,4,159,15009,300,sctg0109,11,0.0000000
3,,,807,4,159,15009,341,sctg0109,11,0.0000000
3,,,807,4,159,15009,363,sctg0109,11,0.0045684
3,,,807,4,159,15009,471,sctg0109,11,0.0000000
3,,,807,4,159,15009,484,sctg0109,11,0.0000000
3,,,807,4,159,15009,531,sctg0109,11,0.0008836
3,,,808,3,151,15003,061,sctg0109,3,0.0000000
3,,,808,3,151,15003,061,sctg0109,5,0.1808310
3,,,808,3,151,15003,064,sctg0109,3,0.0000000
3,,,808,3,151,15003,064,sctg0109,5,0.0018020
3,,,808,3,151,15003,531,sctg0109,3,0.0000000
3,,,808,3,159,15001,061,sctg0109,3,0.0235356
3,,,808,3,159,15001,061,sctg0109,5,0.0000000
3,,,808,3,159,15001,064,sctg0109,3,0.0000000
3,,,808,3,159,15001,064,sctg0109,5,0.0002275
3,,,808,3,159,15001,531,sctg0109,3,0.0000000
3,,,808,3,159,15005,061,sctg0109,5,0.0000000
3,,,808,3,159,15005,064,sctg0109,5,0.0001052
3,,,808,3,159,15007,061,sctg0109,3,0.0232844
3,,,808,3,159,15007,061,sctg0109,5,0.0000000
3,,,808,3,159,15007,064,sctg0109,3,0.0000000
3,,,808,3,159,15007,064,sctg0109,5,0.0001568
3,,,808,3,159,15007,531,sctg0109,3,0.0000000
3,,,808,3,159,15009,061,sctg0109,3,0.0234750
3,,,808,3,159,15009,061,sctg0109,5,0.0000000
3,,,808,3,159,15009,064,sctg0109,3,0.0000000
3,,,808,3,159,15009,064,sctg0109,5,0.0002115
3,,,808,3,159,15009,531,sctg0109,3,0.0000000
3,,,808,4,151,15003,020,sctg0109,11,0.0000000
3,,,808,4,151,15003,061,sctg0109,11,0.0013410
3,,,808,4,151,15003,064,sctg0109,11,0.0001310
3,,,808,4,151,15003,212,sctg0109,11,0.0000000
3,,,808,4,151,15003,363,sctg0109,11,0.0000000
3,,,808,4,159,15001,020,sctg0109,11,0.0000000
3,,,808,4,159,15001,061,sctg0109,11,0.0001690
3,,,808,4,159,15001,064,sctg0109,11,0.0000165
3,,,808,4,159,15001,212,sctg0109,11,0.0000000
3,,,808,4,159,15001,363,sctg0109,11,0.0000000
3,,,808,4,159,15005,020,sctg0109,11,0.0000000
3,,,808,4,159,15005,061,sctg0109,11,0.0000782
3,,,808,4,159,15005,064,sctg0109,11,0.0000077
3,,,808,4,159,15005,212,sctg0109,11,0.0000000
3,,,808,4,159,15005,363,sctg0109,11,0.0000000
3,,,808,4,159,15007,020,sctg0109,11,0.0000000
3,,,808,4,159,15007,061,sctg0109,11,0.0001165
3,,,808,4,159,15007,064,sctg0109,11,0.0000114
3,,,808,4,159,15007,212,sctg0109,11,0.0000000
3,,,808,4,159,15007,363,sctg0109,11,0.0000000
3,,,808,4,159,15009,020,sctg0109,11,0.0000000
3,,,808,4,159,15009,061,sctg0109,11,0.0001572
3,,,808,4,159,15009,064,sctg0109,11,0.0000154
3,,,808,4,159,15009,212,sctg0109,11,0.0000000
3,,,808,4,159,15009,363,sctg0109,11,0.0000000
2,801,3,,,151,15003,311,sctg1014,5,0.0000000
2,801,3,,,151,15003,319,sctg1014,5,0.0000000
2,801,3,,,151,15003,321,sctg1014,5,0.0000000
2,801,3,,,151,15003,329,sctg1014,5,0.0000000
2,801,3,,,151,15003,531,sctg1014,3,7.4975510
2,801,3,,,151,15003,532,sctg1014,5,0.9294850
2,801,3,,,151,15003,539,sctg1014,3,3.2086460
2,804,3,,,151,15003,061,sctg1014,3,0.0000000
2,804,3,,,151,15003,062,sctg1014,3,0.0000000
2,804,3,,,151,15003,063,sctg1014,3,0.0000000
2,804,3,,,151,15003,064,sctg1014,3,0.0000000
2,804,3,,,151,15003,065,sctg1014,5,0.0000000
2,804,3,,,151,15003,069,sctg1014,3,0.0000000
2,804,3,,,151,15003,121,sctg1014,5,0.0000000
2,804,3,,,151,15003,122,sctg1014,5,0.0000000
2,804,3,,,151,15003,123,sctg1014,5,0.0000000
2,804,3,,,151,15003,124,sctg1014,5,0.0000000
2,804,3,,,151,15003,129,sctg1014,5,0.0000000
2,804,3,,,151,15003,481,sctg1014,5,0.0000000
2,804,3,,,151,15003,482,sctg1014,5,0.0000000
2,804,3,,,151,15003,483,sctg1014,5,0.0000000
2,804,3,,,151,15003,484,sctg1014,5,0.0000000
2,804,3,,,151,15003,485,sctg1014,5,0.0000000
2,804,3,,,151,15003,486,sctg1014,3,0.0000000
2,804,3,,,151,15003,487,sctg1014,5,0.0000000
2,804,3,,,151,15003,488,sctg1014,5,0.0000000
2,804,3,,,151,15003,489,sctg1014,5,0.0000000
2,804,4,,,151,15003,131,sctg1014,11,0.0346760
2,804,4,,,151,15003,132,sctg1014,11,0.0028760
2,804,4,,,151,15003,139,sctg1014,11,0.0176160
2,807,3,,,151,15003,061,sctg1014,3,0.0499010
2,807,3,,,151,15003,062,sctg1014,3,0.0069190
2,807,3,,,151,15003,063,sctg1014,3,0.0088660
2,807,3,,,151,15003,064,sctg1014,3,0.0235160
2,807,3,,,151,15003,065,sctg1014,5,0.0030450
2,807,3,,,151,15003,069,sctg1014,3,0.0128210
2,807,3,,,151,15003,321,sctg1014,5,0.0000000
2,807,3,,,151,15003,329,sctg1014,5,0.0000000
2,807,3,,,151,15003,531,sctg1014,3,0.0000000
2,807,3,,,151,15003,532,sctg1014,5,0.0000000
2,807,3,,,151,15003,539,sctg1014,5,0.0000000
2,807,4,,,151,15003,061,sctg1014,11,0.0000000
2,807,4,,,151,15003,062,sctg1014,11,0.0000000
2,807,4,,,151,15003,063,sctg1014,11,0.0000000
2,807,4,,,151,15003,064,sctg1014,11,0.0000000
2,807,4,,,151,15003,065,sctg1014,11,0.0000000
2,807,4,,,151,15003,069,sctg1014,11,0.0000000
2,807,4,,,151,15003,101,sctg1014,11,0.0000000
2,807,4,,,151,15003,109,sctg1014,11,0.0000000
2,807,4,,,151,15003,121,sctg1014,11,0.0000000
2,807,4,,,151,15003,122,sctg1014,11,0.0000000
2,807,4,,,151,15003,123,sctg1014,11,0.0000000
2,807,4,,,151,15003,124,sctg1014,11,0.0000000
2,807,4,,,151,15003,129,sctg1014,11,0.0000000
2,807,4,,,151,15003,131,sctg1014,11,0.0000000
2,807,4,,,151,15003,132,sctg1014,11,0.0000000
2,807,4,,,151,15003,139,sctg1014,11,0.0000000
2,807,4,,,151,15003,171,sctg1014,11,0.0000000
2,807,4,,,151,15003,172,sctg1014,11,0.0000000
2,807,4,,,151,15003,179,sctg1014,11,0.0000000
2,807,4,,,151,15003,241,sctg1014,11,0.0000000
2,807,4,,,151,15003,242,sctg1014,11,0.0000000
2,807,4,,,151,15003,249,sctg1014,11,0.0000000
2,807,4,,,151,15003,251,sctg1014,11,0.0000000
2,807,4,,,151,15003,259,sctg1014,11,0.0000000
2,807,4,,,151,15003,361,sctg1014,11,0.0017560
2,807,4,,,151,15003,362,sctg1014,11,0.0018090
2,807,4,,,151,15003,363,sctg1014,11,0.0202670
2,807,4,,,151,15003,364,sctg1014,11,0.0017440
2,807,4,,,151,15003,369,sctg1014,11,0.0037820
2,807,4,,,151,15003,371,sctg1014,11,0.0104950
2,807,4,,,151,15003,372,sctg1014,11,0.0076160
2,807,4,,,151,15003,373,sctg1014,11,0.0100550
2,807,4,,,151,15003,379,sctg1014,11,0.0188270
2,807,4,,,151,15003,391,sctg1014,11,0.0000000
2,807,4,,,151,15003,392,sctg1014,11,0.0000000
2,807,4,,,151,15003,393,sctg1014,11,0.0000000
2,807,4,,,151,15003,394,sctg1014,11,0.0000000
2,807,4,,,151,15003,399,sctg1014,11,0.0000000
2,807,4,,,151,15003,531,sctg1014,11,0.0000000
2,808,3,,,151,15003,041,sctg1014,5,0.0000000
2,808,3,,,151,15003,042,sctg1014,5,0.0000000
2,808,3,,,151,15003,049,sctg1014,5,0.0000000
2,808,3,,,151,15003,061,sctg1014,3,0.0000000
2,808,3,,,151,15003,062,sctg1014,3,0.0000000
2,808,3,,,151,15003,063,sctg1014,3,0.0000000
2,808,3,,,151,15003,064,sctg1014,3,0.0000000
2,808,3,,,151,15003,065,sctg1014,5,0.0000000
2,808,3,,,151,15003,069,sctg1014,3,0.0000000
2,808,3,,,151,15003,481,sctg1014,5,0.0000000
2,808,3,,,151,15003,482,sctg1014,5,0.0000000
2,808,3,,,151,15003,483,sctg1014,5,0.0000000
2,808,3,,,151,15003,484,sctg1014,5,0.0000000
2,808,3,,,151,15003,485,sctg1014,5,0.0000000
2,808,3,,,151,15003,486,sctg1014,3,0.0000000
2,808,3,,,151,15003,488,sctg1014,5,0.0000000
2,808,3,,,151,15003,489,sctg1014,5,0.0000000
2,808,4,,,151,15003,361,sctg1014,11,0.0000000
2,808,4,,,151,15003,362,sctg1014,11,0.0000000
2,808,4,,,151,15003,363,sctg1014,11,0.0000000
2,808,4,,,151,15003,364,sctg1014,11,0.0000000
2,808,4,,,151,15003,369,sctg1014,11,0.0000000
3,,,802,1,151,15003,487,sctg1014,5,0.0000000
3,,,802,1,159,15001,487,sctg1014,5,0.0000000
3,,,802,1,159,15005,487,sctg1014,5,0.0000000
3,,,802,1,159,15007,487,sctg1014,5,0.0000000
3,,,802,1,159,15009,487,sctg1014,5,0.0000000
3,,,804,3,151,15003,061,sctg1014,3,0.0000000
3,,,804,3,151,15003,363,sctg1014,5,0.0119170
3,,,804,3,159,15001,061,sctg1014,3,0.0000000
3,,,804,3,159,15001,363,sctg1014,5,0.0016631
3,,,804,3,159,15005,363,sctg1014,5,0.0001433
3,,,804,3,159,15007,061,sctg1014,3,0.0000000
3,,,804,3,159,15007,363,sctg1014,5,0.0009941
3,,,804,3,159,15009,061,sctg1014,3,0.0000000
3,,,804,3,159,15009,363,sctg1014,5,0.0018325
3,,,804,4,151,15003,061,sctg1014,11,0.0000000
3,,,804,4,159,15001,061,sctg1014,11,0.0000000
3,,,804,4,159,15005,061,sctg1014,11,0.0000000
3,,,804,4,159,15007,061,sctg1014,11,0.0000000
3,,,804,4,159,15009,061,sctg1014,11,0.0000000
3,,,807,4,151,15003,020,sctg1014,11,0.0000000
3,,,807,4,151,15003,064,sctg1014,11,0.0000000
3,,,807,4,159,15001,020,sctg1014,11,0.0000000
3,,,807,4,159,15001,064,sctg1014,11,0.0000000
3,,,807,4,159,15005,020,sctg1014,11,0.0000000
3,,,807,4,159,15005,064,sctg1014,11,0.0000000
3,,,807,4,159,15007,020,sctg1014,11,0.0000000
3,,,807,4,159,15007,064,sctg1014,11,0.0000000
3,,,807,4,159,15009,020,sctg1014,11,0.0000000
3,,,807,4,159,15009,064,sctg1014,11,0.0000000
1,,,,,151,15003,350,sctg1519,5,0.0000500
2,801,3,,,151,15003,481,sctg1519,5,5.3549920
2,801,3,,,151,15003,482,sctg1519,3,1.0430070
2,801,3,,,151,15003,483,sctg1519,3,1.3313240
2,801,3,,,151,15003,484,sctg1519,5,19.7552230
2,801,3,,,151,15003,485,sctg1519,5,2.1314030
2,801,3,,,151,15003,486,sctg1519,3,17.9752820
2,801,3,,,151,15003,486,sctg1519,5,257.2915500
2,801,3,,,151,15003,487,sctg1519,5,0.6928060
2,801,3,,,151,15003,488,sctg1519,5,6.2577850
2,801,3,,,151,15003,489,sctg1519,3,1.3846200
2,801,3,,,151,15003,489,sctg1519,5,15.6985890
2,803,3,,,151,15003,061,sctg1519,3,0.0000000
2,803,3,,,151,15003,122,sctg1519,5,242.2959080
2,803,3,,,151,15003,223,sctg1519,5,275.5537540
2,803,3,,,151,15003,486,sctg1519,5,0.0000000
2,804,3,,,151,15003,061,sctg1519,3,0.0000000
2,804,3,,,151,15003,421,sctg1519,5,0.0000000
2,805,3,,,151,15003,061,sctg1519,3,0.0000000
2,805,3,,,151,15003,122,sctg1519,5,541.8661500
2,805,3,,,151,15003,223,sctg1519,5,549.9673290
2,805,3,,,151,15003,421,sctg1519,5,0.0000000
2,805,3,,,151,15003,486,sctg1519,5,0.0000000
2,807,3,,,151,15003,041,sctg1519,5,0.0000000
2,807,3,,,151,15003,042,sctg1519,5,0.0000000
2,807,3,,,151,15003,049,sctg1519,5,0.0000000
2,807,3,,,151,15003,061,sctg1519,3,0.0346110
2,807,3,,,151,15003,061,sctg1519,5,0.0000000
2,807,3,,,151,15003,062,sctg1519,3,0.0047990
2,807,3,,,151,15003,062,sctg1519,5,0.0000000
2,807,3,,,151,15003,063,sctg1519,3,0.0061490
2,807,3,,,151,15003,064,sctg1519,3,0.0163100
2,807,3,,,151,15003,065,sctg1519,5,0.0021120
2,807,3,,,151,15003,069,sctg1519,3,0.0088930
2,807,3,,,151,15003,212,sctg1519,5,0.0000000
2,807,3,,,151,15003,219,sctg1519,5,0.0000000
2,807,3,,,151,15003,241,sctg1519,5,0.0000000
2,807,3,,,151,15003,471,sctg1519,5,0.0000000
2,807,3,,,151,15003,472,sctg1519,5,0.0000000
2,807,3,,,151,15003,473,sctg1519,5,0.0000000
2,807,3,,,151,15003,479,sctg1519,5,0.0000000
2,807,3,,,151,15003,481,sctg1519,5,0.0075180
2,807,3,,,151,15003,482,sctg1519,5,0.0014640
2,807,3,,,151,15003,483,sctg1519,5,0.0018690
2,807,3,,,151,15003,484,sctg1519,5,0.0277330
2,807,3,,,151,15003,485,sctg1519,5,0.0029920
2,807,3,,,151,15003,486,sctg1519,5,0.0252340
2,807,3,,,151,15003,487,sctg1519,5,0.0009730
2,807,3,,,151,15003,488,sctg1519,5,0.0087850
2,807,3,,,151,15003,489,sctg1519,5,0.0239820
2,807,3,,,151,15003,531,sctg1519,3,0.0000000
