trade_type,fr_orig,fr_inmode,fr_dest,fr_outmode,dms_orig,dms_orig_cnty,dms_dest,dms_dest_cnty,sctgG5,dms_mode,tons_2022
3,,,804,5,159,15005,151,15003,sctg3499,5,0.0000005
3,,,804,5,159,15007,151,15003,sctg3499,5,0.0000083
3,,,804,5,159,15009,151,15003,sctg3499,5,0.0000126
3,,,805,3,151,15003,151,15003,sctg3499,11,0.0182170
3,,,805,3,151,15003,151,15003,sctg3499,3,0.0035890
3,,,805,3,151,15003,151,15003,sctg3499,5,0.0017950
3,,,805,3,159,15001,151,15003,sctg3499,3,0.0019972
3,,,805,3,159,15001,151,15003,sctg3499,5,0.0015006
3,,,805,3,159,15005,151,15003,sctg3499,5,0.0000605
3,,,805,3,159,15007,151,15003,sctg3499,3,0.0012757
3,,,805,3,159,15007,151,15003,sctg3499,5,0.0009839
3,,,805,3,159,15009,151,15003,sctg3499,3,0.0018582
3,,,805,3,159,15009,151,15003,sctg3499,5,0.0014980
3,,,805,4,151,15003,151,15003,sctg3499,11,0.0000000
3,,,805,4,151,15003,159,15001,sctg3499,11,0.0000000
3,,,805,4,151,15003,159,15005,sctg3499,11,0.0000000
3,,,805,4,151,15003,159,15007,sctg3499,11,0.0000000
3,,,805,4,151,15003,159,15009,sctg3499,11,0.0000000
3,,,805,4,159,15001,151,15003,sctg3499,11,0.0000000
3,,,805,4,159,15005,151,15003,sctg3499,11,0.0000000
3,,,805,4,159,15007,151,15003,sctg3499,11,0.0000000
3,,,805,4,159,15009,151,15003,sctg3499,11,0.0000000
3,,,806,3,151,15003,151,15003,sctg3499,11,12.8005110
3,,,806,3,151,15003,151,15003,sctg3499,3,4.1957230
3,,,806,3,151,15003,151,15003,sctg3499,5,8.2374690
3,,,806,3,159,15001,151,15003,sctg3499,3,3.7753459
3,,,806,3,159,15001,151,15003,sctg3499,5,0.0407612
3,,,806,3,159,15005,151,15003,sctg3499,5,0.0016445
3,,,806,3,159,15007,151,15003,sctg3499,3,2.4114141
3,,,806,3,159,15007,151,15003,sctg3499,5,0.0267256
3,,,806,3,159,15009,151,15003,sctg3499,3,3.5125660
3,,,806,3,159,15009,151,15003,sctg3499,5,0.0406927
3,,,806,4,151,15003,151,15003,sctg3499,11,0.0000330
3,,,806,4,151,15003,159,15001,sctg3499,11,0.0000000
3,,,806,4,151,15003,159,15005,sctg3499,11,0.0000000
3,,,806,4,151,15003,159,15007,sctg3499,11,0.0000000
3,,,806,4,151,15003,159,15009,sctg3499,11,0.0000000
3,,,806,4,159,15001,151,15003,sctg3499,11,0.0000048
3,,,806,4,159,15001,159,15001,sctg3499,11,0.0000000
3,,,806,4,159,15001,159,15005,sctg3499,11,0.0000000
3,,,806,4,159,15001,159,15007,sctg3499,11,0.0000000
3,,,806,4,159,15001,159,15009,sctg3499,11,0.0000000
3,,,806,4,159,15005,151,15003,sctg3499,11,0.0000002
3,,,806,4,159,15005,159,15001,sctg3499,11,0.0000000
3,,,806,4,159,15005,159,15005,sctg3499,11,0.0000000
3,,,806,4,159,15005,159,15007,sctg3499,11,0.0000000
3,,,806,4,159,15005,159,15009,sctg3499,11,0.0000000
3,,,806,4,159,15007,151,15003,sctg3499,11,0.0000032
3,,,806,4,159,15007,159,15001,sctg3499,11,0.0000000
3,,,806,4,159,15007,159,15005,sctg3499,11,0.0000000
3,,,806,4,159,15007,159,15007,sctg3499,11,0.0000000
3,,,806,4,159,15007,159,15009,sctg3499,11,0.0000000
3,,,806,4,159,15009,151,15003,sctg3499,11,0.0000048
3,,,806,4,159,15009,159,15001,sctg3499,11,0.0000000
3,,,806,4,159,15009,159,15005,sctg3499,11,0.0000000
3,,,806,4,159,15009,159,15007,sctg3499,11,0.0000000
3,,,806,4,159,15009,159,15009,sctg3499,11,0.0000000
3,,,806,5,151,15003,151,15003,sctg3499,5,0.0000000
3,,,806,5,159,15001,151,15003,sctg3499,5,0.0000000
3,,,806,5,159,15005,151,15003,sctg3499,5,0.0000000
3,,,806,5,159,15007,151,15003,sctg3499,5,0.0000000
3,,,806,5,159,15009,151,15003,sctg3499,5,0.0000000
3,,,807,3,151,15003,151,15003,sctg3499,11,17.0907100
3,,,807,3,151,15003,151,15003,sctg3499,3,4.2968810
3,,,807,3,151,15003,151,15003,sctg3499,5,4.0846420
3,,,807,3,151,15003,159,15001,sctg3499,3,0.8140337
3,,,807,3,151,15003,159,15007,sctg3499,3,0.2519752
3,,,807,3,151,15003,159,15009,sctg3499,3,0.5223141
3,,,807,3,159,15001,151,15003,sctg3499,3,1.7515930
3,,,807,3,159,15001,151,15003,sctg3499,5,0.1100631
3,,,807,3,159,15001,159,15001,sctg3499,11,0.0469127
3,,,807,3,159,15001,159,15001,sctg3499,3,0.0629960
3,,,807,3,159,15001,159,15005,sctg3499,11,0.0000133
3,,,807,3,159,15001,159,15007,sctg3499,11,0.0250472
3,,,807,3,159,15001,159,15007,sctg3499,3,0.0194997
3,,,807,3,159,15001,159,15009,sctg3499,11,0.0399820
3,,,807,3,159,15001,159,15009,sctg3499,3,0.0404206
3,,,807,3,159,15005,151,15003,sctg3499,5,0.0044405
3,,,807,3,159,15005,159,15001,sctg3499,11,0.0018927
3,,,807,3,159,15005,159,15005,sctg3499,11,0.0000005
3,,,807,3,159,15005,159,15007,sctg3499,11,0.0010105
3,,,807,3,159,15005,159,15009,sctg3499,11,0.0016131
3,,,807,3,159,15007,151,15003,sctg3499,3,1.1187892
3,,,807,3,159,15007,151,15003,sctg3499,5,0.0721644
3,,,807,3,159,15007,159,15001,sctg3499,11,0.0307590
3,,,807,3,159,15007,159,15001,sctg3499,3,0.0402372
3,,,807,3,159,15007,159,15005,sctg3499,11,0.0000087
3,,,807,3,159,15007,159,15007,sctg3499,11,0.0164225
3,,,807,3,159,15007,159,15007,sctg3499,3,0.0124550
3,,,807,3,159,15007,159,15009,sctg3499,11,0.0262148
3,,,807,3,159,15007,159,15009,sctg3499,3,0.0258177
3,,,807,3,159,15009,151,15003,sctg3499,3,1.6296748
3,,,807,3,159,15009,151,15003,sctg3499,5,0.1098780
3,,,807,3,159,15009,159,15001,sctg3499,11,0.0468338
3,,,807,3,159,15009,159,15001,sctg3499,3,0.0586112
3,,,807,3,159,15009,159,15005,sctg3499,11,0.0000133
3,,,807,3,159,15009,159,15007,sctg3499,11,0.0250051
3,,,807,3,159,15009,159,15007,sctg3499,3,0.0181425
3,,,807,3,159,15009,159,15009,sctg3499,11,0.0399148
3,,,807,3,159,15009,159,15009,sctg3499,3,0.0376071
3,,,807,4,151,15003,151,15003,sctg3499,11,0.0197460
3,,,807,4,151,15003,159,15001,sctg3499,11,0.0007191
3,,,807,4,151,15003,159,15005,sctg3499,11,0.0000002
3,,,807,4,151,15003,159,15007,sctg3499,11,0.0003839
3,,,807,4,151,15003,159,15009,sctg3499,11,0.0006128
3,,,807,4,159,15001,151,15003,sctg3499,11,0.0028423
3,,,807,4,159,15001,159,15001,sctg3499,11,0.0001033
3,,,807,4,159,15001,159,15005,sctg3499,11,0.0000000
3,,,807,4,159,15001,159,15007,sctg3499,11,0.0000551
3,,,807,4,159,15001,159,15009,sctg3499,11,0.0000880
3,,,807,4,159,15005,151,15003,sctg3499,11,0.0001147
3,,,807,4,159,15005,159,15001,sctg3499,11,0.0000042
3,,,807,4,159,15005,159,15005,sctg3499,11,0.0000000
3,,,807,4,159,15005,159,15007,sctg3499,11,0.0000022
3,,,807,4,159,15005,159,15009,sctg3499,11,0.0000036
3,,,807,4,159,15007,151,15003,sctg3499,11,0.0018636
3,,,807,4,159,15007,159,15001,sctg3499,11,0.0000677
3,,,807,4,159,15007,159,15005,sctg3499,11,0.0000000
3,,,807,4,159,15007,159,15007,sctg3499,11,0.0000362
3,,,807,4,159,15007,159,15009,sctg3499,11,0.0000577
3,,,807,4,159,15009,151,15003,sctg3499,11,0.0028375
3,,,807,4,159,15009,159,15001,sctg3499,11,0.0001031
3,,,807,4,159,15009,159,15005,sctg3499,11,0.0000000
3,,,807,4,159,15009,159,15007,sctg3499,11,0.0000550
3,,,807,4,159,15009,159,15009,sctg3499,11,0.0000879
3,,,807,5,151,15003,151,15003,sctg3499,5,0.0000880
3,,,807,5,151,15003,159,15001,sctg3499,5,0.0000000
3,,,807,5,151,15003,159,15005,sctg3499,5,0.0000000
3,,,807,5,151,15003,159,15007,sctg3499,5,0.0000000
3,,,807,5,151,15003,159,15009,sctg3499,5,0.0000000
3,,,807,5,159,15001,151,15003,sctg3499,5,0.0000126
3,,,807,5,159,15005,151,15003,sctg3499,5,0.0000005
3,,,807,5,159,15007,151,15003,sctg3499,5,0.0000083
3,,,807,5,159,15009,151,15003,sctg3499,5,0.0000126
3,,,808,3,151,15003,151,15003,sctg3499,11,15.2516750
3,,,808,3,151,15003,151,15003,sctg3499,3,3.4002660
3,,,808,3,151,15003,151,15003,sctg3499,5,2.8937870
3,,,808,3,151,15003,159,15001,sctg3499,3,0.0580665
3,,,808,3,151,15003,159,15001,sctg3499,5,0.0000000
3,,,808,3,151,15003,159,15005,sctg3499,5,0.0000000
3,,,808,3,151,15003,159,15007,sctg3499,3,0.0179739
3,,,808,3,151,15003,159,15007,sctg3499,5,0.0000000
3,,,808,3,151,15003,159,15009,sctg3499,3,0.0372576
3,,,808,3,151,15003,159,15009,sctg3499,5,0.0000000
3,,,808,3,159,15001,151,15003,sctg3499,3,0.7846247
3,,,808,3,159,15001,151,15003,sctg3499,5,0.0363735
3,,,808,3,159,15001,159,15001,sctg3499,11,0.0033954
3,,,808,3,159,15001,159,15001,sctg3499,3,0.0044308
3,,,808,3,159,15001,159,15001,sctg3499,5,0.0000000
3,,,808,3,159,15001,159,15005,sctg3499,11,0.0000010
3,,,808,3,159,15001,159,15005,sctg3499,5,0.0000000
3,,,808,3,159,15001,159,15007,sctg3499,11,0.0018128
3,,,808,3,159,15001,159,15007,sctg3499,3,0.0013715
3,,,808,3,159,15001,159,15007,sctg3499,5,0.0000000
3,,,808,3,159,15001,159,15009,sctg3499,11,0.0028938
3,,,808,3,159,15001,159,15009,sctg3499,3,0.0028430
3,,,808,3,159,15001,159,15009,sctg3499,5,0.0000000
3,,,808,3,159,15005,151,15003,sctg3499,5,0.0014675
3,,,808,3,159,15005,159,15001,sctg3499,11,0.0001370
3,,,808,3,159,15005,159,15001,sctg3499,5,0.0000000
3,,,808,3,159,15005,159,15005,sctg3499,11,0.0000000
3,,,808,3,159,15005,159,15005,sctg3499,5,0.0000000
3,,,808,3,159,15005,159,15007,sctg3499,11,0.0000731
3,,,808,3,159,15005,159,15007,sctg3499,5,0.0000000
3,,,808,3,159,15005,159,15009,sctg3499,11,0.0001167
3,,,808,3,159,15005,159,15009,sctg3499,5,0.0000000
3,,,808,3,159,15007,151,15003,sctg3499,3,0.5011607
3,,,808,3,159,15007,151,15003,sctg3499,5,0.0238488
3,,,808,3,159,15007,159,15001,sctg3499,11,0.0022262
3,,,808,3,159,15007,159,15001,sctg3499,3,0.0028301
3,,,808,3,159,15007,159,15001,sctg3499,5,0.0000000
3,,,808,3,159,15007,159,15005,sctg3499,11,0.0000006
3,,,808,3,159,15007,159,15005,sctg3499,5,0.0000000
3,,,808,3,159,15007,159,15007,sctg3499,11,0.0011886
3,,,808,3,159,15007,159,15007,sctg3499,3,0.0008760
3,,,808,3,159,15007,159,15007,sctg3499,5,0.0000000
3,,,808,3,159,15007,159,15009,sctg3499,11,0.0018973
3,,,808,3,159,15007,159,15009,sctg3499,3,0.0018159
3,,,808,3,159,15007,159,15009,sctg3499,5,0.0000000
3,,,808,3,159,15009,151,15003,sctg3499,3,0.7300115
3,,,808,3,159,15009,151,15003,sctg3499,5,0.0363123
3,,,808,3,159,15009,159,15001,sctg3499,11,0.0033897
3,,,808,3,159,15009,159,15001,sctg3499,3,0.0041224
3,,,808,3,159,15009,159,15001,sctg3499,5,0.0000000
3,,,808,3,159,15009,159,15005,sctg3499,11,0.0000010
3,,,808,3,159,15009,159,15005,sctg3499,5,0.0000000
3,,,808,3,159,15009,159,15007,sctg3499,11,0.0018098
3,,,808,3,159,15009,159,15007,sctg3499,3,0.0012761
3,,,808,3,159,15009,159,15007,sctg3499,5,0.0000000
3,,,808,3,159,15009,159,15009,sctg3499,11,0.0028889
3,,,808,3,159,15009,159,15009,sctg3499,3,0.0026451
3,,,808,3,159,15009,159,15009,sctg3499,5,0.0000000
3,,,808,4,151,15003,151,15003,sctg3499,11,0.0086390
3,,,808,4,151,15003,159,15001,sctg3499,11,0.0050648
3,,,808,4,151,15003,159,15005,sctg3499,11,0.0000014
3,,,808,4,151,15003,159,15007,sctg3499,11,0.0027042
3,,,808,4,151,15003,159,15009,sctg3499,11,0.0043166
3,,,808,4,159,15001,151,15003,sctg3499,11,0.0012463
3,,,808,4,159,15001,159,15001,sctg3499,11,0.0004807
3,,,808,4,159,15001,159,15005,sctg3499,11,0.0000001
3,,,808,4,159,15001,159,15007,sctg3499,11,0.0002567
3,,,808,4,159,15001,159,15009,sctg3499,11,0.0004097
3,,,808,4,159,15005,151,15003,sctg3499,11,0.0000503
3,,,808,4,159,15005,159,15001,sctg3499,11,0.0000194
3,,,808,4,159,15005,159,15005,sctg3499,11,0.0000000
3,,,808,4,159,15005,159,15007,sctg3499,11,0.0000104
3,,,808,4,159,15005,159,15009,sctg3499,11,0.0000165
3,,,808,4,159,15007,151,15003,sctg3499,11,0.0008172
3,,,808,4,159,15007,159,15001,sctg3499,11,0.0003152
3,,,808,4,159,15007,159,15005,sctg3499,11,0.0000001
3,,,808,4,159,15007,159,15007,sctg3499,11,0.0001683
3,,,808,4,159,15007,159,15009,sctg3499,11,0.0002686
3,,,808,4,159,15009,151,15003,sctg3499,11,0.0012442
3,,,808,4,159,15009,159,15001,sctg3499,11,0.0004799
3,,,808,4,159,15009,159,15005,sctg3499,11,0.0000001
3,,,808,4,159,15009,159,15007,sctg3499,11,0.0002562
3,,,808,4,159,15009,159,15009,sctg3499,11,0.0004090
3,,,808,5,151,15003,151,15003,sctg3499,5,0.0001050
3,,,808,5,159,15001,151,15003,sctg3499,5,0.0000000
3,,,808,5,159,15005,151,15003,sctg3499,5,0.0000000
3,,,808,5,159,15007,151,15003,sctg3499,5,0.0000000
3,,,808,5,159,15009,151,15003,sctg3499,5,0.0000000
