trade_type,dms_origst,dms_destst,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Export flows,Connecticut,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),3.191,3626
Export flows,Delaware,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Florida,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0.13,10713
Export flows,Georgia,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Hawaii,California,Water,Wood prods.,,SE Asia & Oceania,,Water,116.817,26732
Export flows,Hawaii,California,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Hawaii,California,Multiple modes & mail,Wood prods.,,SE Asia & Oceania,,Water,300.508,68768
Export flows,Hawaii,Hawaii,Truck,Wood prods.,,SE Asia & Oceania,,Water,323.507,166417
Export flows,Hawaii,Hawaii,Truck,Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Water,Wood prods.,,SE Asia & Oceania,,Water,64.7,33283
Export flows,Hawaii,Hawaii,Water,Wood prods.,,SE Asia & Oceania,,Water,108.99,56066
Export flows,Hawaii,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Multiple modes & mail,Wood prods.,,SE Asia & Oceania,,Water,32.351,16642
Export flows,Hawaii,Hawaii,Multiple modes & mail,Wood prods.,,SE Asia & Oceania,,Water,54.495,28033
Export flows,Hawaii,Kentucky,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Hawaii,Tennessee,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Hawaii,Washington,Water,Wood prods.,,SE Asia & Oceania,,Water,0,0
Export flows,Idaho,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Illinois,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0.39,8492
Export flows,Indiana,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Iowa,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),2.992,3400
Export flows,Kansas,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Kentucky,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Louisiana,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Maine,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),21.813,24784
Export flows,Maryland,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),3.203,3640
Export flows,Massachusetts,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),4.857,5519
Export flows,Michigan,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Minnesota,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0.394,5360
Export flows,Mississippi,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Missouri,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Nebraska,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,New Hampshire,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,New Jersey,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0.738,6995
Export flows,New Mexico,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,New York,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),4.831,35400
Export flows,North Carolina,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),5.006,5688
Export flows,North Dakota,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Ohio,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0.528,3116
Export flows,Oklahoma,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Oregon,Hawaii,Water,Wood prods.,,SE Asia & Oceania,,Water,1139.115,585977
Export flows,Oregon,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Oregon,Hawaii,Multiple modes & mail,Wood prods.,,SE Asia & Oceania,,Water,375.849,193342
Export flows,Pennsylvania,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),11.094,12605
Export flows,Rhode Island,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,South Carolina,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Texas,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0.429,8179
Export flows,Texas,Hawaii,Multiple modes & mail,Wood prods.,,SE Asia & Oceania,,Water,47.715,24545
Export flows,Utah,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Utah,Hawaii,Multiple modes & mail,Wood prods.,,SE Asia & Oceania,,Water,0,0
Export flows,Vermont,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Washington,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),9.157,10404
Export flows,Wisconsin,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Wyoming,Hawaii,Air (include truck-air),Wood prods.,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Hawaii,Idaho,Other and unknown,Newsprint/paper,,Canada,,Other and unknown,0,0
Export flows,Hawaii,Michigan,Other and unknown,Newsprint/paper,,Canada,,Other and unknown,0,0
Export flows,Hawaii,New York,Other and unknown,Newsprint/paper,,Canada,,Other and unknown,0,0
Export flows,Hawaii,Washington,Other and unknown,Newsprint/paper,,Canada,,Other and unknown,0,0
Export flows,Hawaii,Texas,Multiple modes & mail,Newsprint/paper,,Mexico,,Truck,10.423,13000
Export flows,Hawaii,Florida,Air (include truck-air),Newsprint/paper,,Rest of Americas,,Air (include truck-air),0,0
Export flows,Massachusetts,Hawaii,Multiple modes & mail,Newsprint/paper,,Rest of Americas,,Water,0,0
Export flows,Hawaii,California,Air (include truck-air),Newsprint/paper,,Europe,,Air (include truck-air),4.414,7104
Export flows,Hawaii,Kentucky,Air (include truck-air),Newsprint/paper,,Europe,,Air (include truck-air),1.577,2538
Export flows,Kentucky,Hawaii,Air (include truck-air),Newsprint/paper,,Europe,,Air (include truck-air),0,0
Export flows,Arizona,Hawaii,Air (include truck-air),Newsprint/paper,,Eastern Asia,,Air (include truck-air),0,0
Export flows,California,Hawaii,Water,Newsprint/paper,,Eastern Asia,,Water,0,0
Export flows,California,Hawaii,Multiple modes & mail,Newsprint/paper,,Eastern Asia,,Water,0,0
Export flows,Connecticut,Hawaii,Multiple modes & mail,Newsprint/paper,,Eastern Asia,,Water,0,0
Export flows,Hawaii,Alaska,Air (include truck-air),Newsprint/paper,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Hawaii,California,Water,Newsprint/paper,,Eastern Asia,,Water,0,0
Export flows,Hawaii,California,Multiple modes & mail,Newsprint/paper,,Eastern Asia,,Water,0,0
Export flows,Hawaii,Hawaii,Truck,Newsprint/paper,,Eastern Asia,,Water,0,0
Export flows,Hawaii,Hawaii,Water,Newsprint/paper,,Eastern Asia,,Water,0,0
Export flows,Iowa,Hawaii,Air (include truck-air),Newsprint/paper,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Minnesota,Hawaii,Air (include truck-air),Newsprint/paper,,Eastern Asia,,Air (include truck-air),0,0
Export flows,South Carolina,Hawaii,Air (include truck-air),Newsprint/paper,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Utah,Hawaii,Air (include truck-air),Newsprint/paper,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Washington,Hawaii,Air (include truck-air),Newsprint/paper,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Arizona,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,California,Hawaii,Water,Newsprint/paper,,SE Asia & Oceania,,Water,0,0
Export flows,California,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),51.464,165204
Export flows,California,Hawaii,Multiple modes & mail,Newsprint/paper,,SE Asia & Oceania,,Water,0,0
Export flows,Colorado,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Connecticut,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Florida,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0.718,1155
Export flows,Georgia,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),1.194,21999
Export flows,Hawaii,California,Water,Newsprint/paper,,SE Asia & Oceania,,Water,0,0
Export flows,Hawaii,California,Multiple modes & mail,Newsprint/paper,,SE Asia & Oceania,,Water,0,0
Export flows,Hawaii,Hawaii,Truck,Newsprint/paper,,SE Asia & Oceania,,Water,0,0
Export flows,Hawaii,Hawaii,Truck,Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Water,Newsprint/paper,,SE Asia & Oceania,,Water,0,0
Export flows,Hawaii,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Idaho,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Illinois,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),11.231,21338
Export flows,Indiana,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),3.189,5359
Export flows,Kentucky,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0.367,1662
Export flows,Maryland,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),6.323,10176
Export flows,Massachusetts,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0.057,3398
Export flows,Michigan,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0.984,1584
Export flows,Minnesota,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),1.051,29079
Export flows,Missouri,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Nebraska,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,New Hampshire,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,New Jersey,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),1.346,2167
Export flows,New Mexico,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,New York,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),7.576,39791
Export flows,North Carolina,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),4.92,9193
Export flows,Ohio,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),4.343,6991
Export flows,Oklahoma,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Oregon,Hawaii,Water,Newsprint/paper,,SE Asia & Oceania,,Water,0,0
Export flows,Oregon,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Pennsylvania,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,South Carolina,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),53.579,86235
Export flows,Tennessee,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Texas,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),1.791,2881
Export flows,Utah,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),41.081,44649
Export flows,Virginia,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),11.813,19012
Export flows,Washington,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),23.598,37981
Export flows,West Virginia,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Wisconsin,Hawaii,Air (include truck-air),Newsprint/paper,,SE Asia & Oceania,,Air (include truck-air),11.76,278824
Export flows,Hawaii,Michigan,Air (include truck-air),Paper articles,,Canada,,Truck,0,0
Export flows,Hawaii,Michigan,Other and unknown,Paper articles,,Canada,,Other and unknown,0,0
Export flows,Hawaii,Washington,Multiple modes & mail,Paper articles,,Canada,,Truck,0,0
Export flows,Hawaii,California,Multiple modes & mail,Paper articles,,Mexico,,Truck,0,0
Export flows,Florida,Hawaii,Water,Paper articles,,Rest of Americas,,Water,0,0
Export flows,Florida,Hawaii,Multiple modes & mail,Paper articles,,Rest of Americas,,Water,0,0
Export flows,Hawaii,California,Water,Paper articles,,Rest of Americas,,Water,0,0
Export flows,Hawaii,Florida,Water,Paper articles,,Rest of Americas,,Water,0,0
Export flows,Hawaii,Florida,Air (include truck-air),Paper articles,,Rest of Americas,,Air (include truck-air),0,0
Export flows,Hawaii,Florida,Multiple modes & mail,Paper articles,,Rest of Americas,,Water,0,0
Export flows,Hawaii,Georgia,Multiple modes & mail,Paper articles,,Rest of Americas,,Water,0,0
Export flows,Hawaii,Georgia,Multiple modes & mail,Paper articles,,Europe,,Water,0,0
Export flows,Hawaii,South Carolina,Multiple modes & mail,Paper articles,,Europe,,Water,0,0
Export flows,Hawaii,Tennessee,Air (include truck-air),Paper articles,,Europe,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Truck,Paper articles,,SW & Central Asia,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Air (include truck-air),Paper articles,,SW & Central Asia,,Air (include truck-air),0,0
Export flows,Alabama,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,California,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Colorado,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Hawaii,California,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Hawaii,California,Multiple modes & mail,Paper articles,,Eastern Asia,,Water,0,0
Export flows,Hawaii,Hawaii,Truck,Paper articles,,Eastern Asia,,Water,33.023,16988
Export flows,Hawaii,Hawaii,Truck,Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Water,Paper articles,,Eastern Asia,,Water,11.006,5662
Export flows,Hawaii,Hawaii,Water,Paper articles,,Eastern Asia,,Water,11.41,5870
Export flows,Hawaii,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Multiple modes & mail,Paper articles,,Eastern Asia,,Water,5.705,2935
Export flows,Hawaii,Kentucky,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Iowa,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Massachusetts,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),2.866,12100
Export flows,Minnesota,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,New Jersey,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),4.06,17144
Export flows,Ohio,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Tennessee,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Utah,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Washington,Hawaii,Air (include truck-air),Paper articles,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Alabama,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),10.025,42325
Export flows,Arizona,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),3.354,14160
Export flows,Arkansas,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),10.535,44478
Export flows,California,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),3.092,85779
Export flows,California,Hawaii,Multiple modes & mail,Paper articles,,SE Asia & Oceania,,Water,6.162,3170
Export flows,Colorado,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Connecticut,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Delaware,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Florida,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),24.866,104976
Export flows,Georgia,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),14.662,61901
Export flows,Hawaii,California,Multiple modes & mail,Paper articles,,SE Asia & Oceania,,Water,0,0
Export flows,Hawaii,Hawaii,Truck,Paper articles,,SE Asia & Oceania,,Water,267.542,137627
Export flows,Hawaii,Hawaii,Water,Paper articles,,SE Asia & Oceania,,Water,89.168,45870
Export flows,Hawaii,Hawaii,Water,Paper articles,,SE Asia & Oceania,,Water,92.442,47553
Export flows,Hawaii,Hawaii,Multiple modes & mail,Paper articles,,SE Asia & Oceania,,Water,46.223,23778
Export flows,Idaho,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Illinois,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),6.89,99871
Export flows,Indiana,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),44.278,232279
Export flows,Iowa,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Kansas,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Kentucky,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Maine,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0.53,7112
Export flows,Maryland,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),1.049,4427
Export flows,Massachusetts,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Michigan,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Minnesota,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),6.236,26328
Export flows,Missouri,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),1.928,8137
Export flows,Nevada,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,New Hampshire,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,New Hampshire,Hawaii,Multiple modes & mail,Paper articles,,SE Asia & Oceania,,Water,0,0
Export flows,New Jersey,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),135.591,1192350
Export flows,New Mexico,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,New York,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),16.067,216810
Export flows,New York,Hawaii,Multiple modes & mail,Paper articles,,SE Asia & Oceania,,Water,0,0
Export flows,North Carolina,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),1.257,5305
Export flows,North Dakota,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0.872,3681
Export flows,Ohio,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),1.844,7784
Export flows,Oregon,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Oregon,Hawaii,Multiple modes & mail,Paper articles,,SE Asia & Oceania,,Water,25.262,12995
Export flows,Pennsylvania,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),5.745,24253
Export flows,Rhode Island,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0.657,2773
Export flows,South Carolina,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),18.007,281358
Export flows,Tennessee,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),7.345,31008
Export flows,Texas,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),3.68,40866
Export flows,Utah,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0.669,2824
Export flows,Virginia,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),45.845,193559
Export flows,Washington,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0,0
Export flows,Washington,Hawaii,Multiple modes & mail,Paper articles,,SE Asia & Oceania,,Water,29.327,15086
Export flows,West Virginia,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),0.622,2628
Export flows,Wisconsin,Hawaii,Air (include truck-air),Paper articles,,SE Asia & Oceania,,Air (include truck-air),1.393,67533
Export flows,Hawaii,California,Air (include truck-air),Printed prods.,,Canada,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Truck,Printed prods.,,Canada,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Air (include truck-air),Printed prods.,,Canada,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Air (include truck-air),Printed prods.,,Canada,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Other and unknown,Printed prods.,,Canada,,Other and unknown,1.003,10656
Export flows,Hawaii,Hawaii,Other and unknown,Printed prods.,,Canada,,Other and unknown,0.905,9615
Export flows,Hawaii,Kentucky,Air (include truck-air),Printed prods.,,Canada,,Air (include truck-air),0.121,1814
Export flows,Hawaii,Michigan,Air (include truck-air),Printed prods.,,Canada,,Truck,0,0
Export flows,Hawaii,Michigan,Multiple modes & mail,Printed prods.,,Canada,,Truck,0,0
Export flows,Hawaii,Minnesota,Air (include truck-air),Printed prods.,,Canada,,Air (include truck-air),0,0
Export flows,Hawaii,Montana,Multiple modes & mail,Printed prods.,,Canada,,Truck,0,0
Export flows,Hawaii,New York,Air (include truck-air),Printed prods.,,Canada,,Truck,0,0
Export flows,Hawaii,New York,Multiple modes & mail,Printed prods.,,Canada,,Truck,1.043,12394
Export flows,Hawaii,South Dakota,Air (include truck-air),Printed prods.,,Canada,,Air (include truck-air),0,0
Export flows,Hawaii,Tennessee,Air (include truck-air),Printed prods.,,Canada,,Air (include truck-air),0,0
Export flows,Hawaii,Washington,Air (include truck-air),Printed prods.,,Canada,,Truck,0,0
Export flows,Hawaii,Washington,Air (include truck-air),Printed prods.,,Canada,,Air (include truck-air),0.137,2062
Export flows,Hawaii,Washington,Multiple modes & mail,Printed prods.,,Canada,,Truck,0,0
Export flows,Wisconsin,Hawaii,Air (include truck-air),Printed prods.,,Canada,,Air (include truck-air),0,0
Export flows,Hawaii,California,Multiple modes & mail,Printed prods.,,Mexico,,Truck,2.076,24692
Export flows,Hawaii,Kentucky,Air (include truck-air),Printed prods.,,Mexico,,Air (include truck-air),0,0
Export flows,Hawaii,Florida,Water,Printed prods.,,Rest of Americas,,Water,0,0
Export flows,Illinois,Hawaii,Air (include truck-air),Printed prods.,,Rest of Americas,,Air (include truck-air),0,0
Export flows,New Hampshire,Hawaii,Air (include truck-air),Printed prods.,,Rest of Americas,,Air (include truck-air),0,0
Export flows,Pennsylvania,Hawaii,Air (include truck-air),Printed prods.,,Rest of Americas,,Air (include truck-air),0,0
Export flows,Hawaii,California,Air (include truck-air),Printed prods.,,Europe,,Air (include truck-air),0.789,11868
Export flows,Hawaii,Florida,Water,Printed prods.,,Europe,,Water,0,0
Export flows,Hawaii,Hawaii,Truck,Printed prods.,,Europe,,Air (include truck-air),0,0
Export flows,Hawaii,Hawaii,Air (include truck-air),Printed prods.,,Europe,,Air (include truck-air),0,0
Export flows,Hawaii,Kentucky,Air (include truck-air),Printed prods.,,Europe,,Air (include truck-air),0,0
Export flows,Hawaii,Louisiana,Air (include truck-air),Printed prods.,,Europe,,Air (include truck-air),0,0
Export flows,Hawaii,New Jersey,Multiple modes & mail,Printed prods.,,Europe,,Water,163.561,9362
Export flows,Hawaii,New York,Air (include truck-air),Printed prods.,,Europe,,Air (include truck-air),0,0
Export flows,Hawaii,Pennsylvania,Air (include truck-air),Printed prods.,,Europe,,Air (include truck-air),0.796,11979
Export flows,Hawaii,Tennessee,Air (include truck-air),Printed prods.,,Europe,,Air (include truck-air),0.167,2508
Export flows,Minnesota,Hawaii,Air (include truck-air),Printed prods.,,Europe,,Air (include truck-air),0,0
Export flows,Virginia,Hawaii,Air (include truck-air),Printed prods.,,Europe,,Air (include truck-air),0,0
Export flows,Wisconsin,Hawaii,Air (include truck-air),Printed prods.,,Europe,,Air (include truck-air),0,0
Export flows,Hawaii,California,Air (include truck-air),Printed prods.,,SW & Central Asia,,Air (include truck-air),0.265,4000
Export flows,Hawaii,Illinois,Air (include truck-air),Printed prods.,,SW & Central Asia,,Air (include truck-air),0,0
Export flows,Hawaii,Kentucky,Air (include truck-air),Printed prods.,,SW & Central Asia,,Air (include truck-air),0,0
Export flows,California,Hawaii,Air (include truck-air),Printed prods.,,Eastern Asia,,Air (include truck-air),0.124,17871
Export flows,Colorado,Hawaii,Air (include truck-air),Printed prods.,,Eastern Asia,,Air (include truck-air),0.865,13027
Export flows,Georgia,Hawaii,Air (include truck-air),Printed prods.,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Hawaii,Alaska,Air (include truck-air),Printed prods.,,Eastern Asia,,Air (include truck-air),0,0
Export flows,Hawaii,California,Water,Printed prods.,,Eastern Asia,,Water,0,0
